,category_code,crunchbase_url,description,homepage_url,image,name,namespace,offices,overview,permalink
7,software,http://www.crunchbase.com/company/windsor-circle,,http://www.windsorcircle.com/,"{u'available_sizes': [[[150, 148], u'assets/images/resized/0029/6345/296345v3-max-150x150.png'], [[242, 239], u'assets/images/resized/0029/6345/296345v3-max-250x250.png'], [[242, 239], u'assets/images/resized/0029/6345/296345v3-max-450x450.png']], u'attribution': None}",Windsor Circle,company,"[{u'city': u'Durham', u'description': u'', u'address1': u'111 East Chapel Hill Street', u'address2': u'Suite 100', u'longitude': -78.9033931, u'country_code': u'USA', u'latitude': 35.9970016, u'state_code': u'NC', u'zip_code': u'27701'}]","Windsor Circle, Inc. provides eCommerce, retail, and customer intelligence software to online marketers to automatically build and update customer segments based on purchase history information. The company offers an all-in-one Retention Marketing Platform that integrates clients’ eCommerce and email platforms; provides automated analysis of their customer, product, and purchase data; and enables instant marketing action by updating targeted customer segments in their email accounts. It allows clients to integrate their eCommerce, analytics, and email platforms; helps retailers to connect, analyze, and act; and provides retention marketing strategy and automation solutions. The company provides retail, customer, and business intelligence solutions. Windsor Circle, Inc. was incorporated in 2011 and is based in Durham, North Carolina.",windsor-circle
8,analytics,http://www.crunchbase.com/company/kuldat,Make the difference in business,http://kuldat.com,"{u'available_sizes': [[[150, 150], u'assets/images/resized/0029/6364/296364v2-max-150x150.png'], [[150, 150], u'assets/images/resized/0029/6364/296364v2-max-250x250.png'], [[150, 150], u'assets/images/resized/0029/6364/296364v2-max-450x450.png']], u'attribution': None}",Kuldat,company,"[{u'city': u'Boston', u'description': u'World Headquarters', u'address1': u'101 Federal St Ste 1900', u'address2': u'', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'MA', u'zip_code': u'02110'}]","Kuldat inc. is a rapidly growing angels-funded tech startup based in Boston, MA. Kuldat is the world’s first business exploration platform, empowers managers to quickly test and iterate the best possible ways to increase revenues or cut company costs.Featuring three unique applications, and with a focus on strategy and competition management, the Kuldat Platform helps users to stay a step ahead in business.",kuldat
9,software,http://www.crunchbase.com/company/vision-bi,Trust your Data,http://quality-gates.com/,"{u'available_sizes': [[[150, 30], u'assets/images/resized/0029/6574/296574v2-max-150x150.png'], [[250, 51], u'assets/images/resized/0029/6574/296574v2-max-250x250.png'], [[291, 60], u'assets/images/resized/0029/6574/296574v2-max-450x450.png']], u'attribution': None}",QualityGates,company,"[{u'city': u'New York City', u'description': u'US Office', u'address1': u'175 Varick St. New York', u'address2': u'', u'longitude': -74.0057152, u'country_code': u'USA', u'latitude': 40.7272544, u'state_code': u'NY', u'zip_code': u'NY 10014'}, {u'city': u'Tel-Aviv', u'description': u'Israel Office', u'address1': u'Concorde Towers, 21 Bar Kochva St.', u'address2': u'', u'longitude': None, u'country_code': u'ISR', u'latitude': None, u'state_code': None, u'zip_code': u'5126016'}, {u'city': u'Paris (Levallois)', u'description': u'Europe Office', u'address1': u'155 av Anatole France, Levallois, France', u'address2': u'', u'longitude': 2.2845796, u'country_code': u'FRA', u'latitude': 48.8924369, u'state_code': None, u'zip_code': u'92300'}]","QualityGates is a centralized automation product for monitoring the quality of data in your system especially focus on DWH & BI environments. 

Quality Gates helps organizations to improve the quality of information constantly and efficiently.
The product is targeting medium and large customers in any industry. The solution is customized specifically for BI and data warehouse environments, ensuring validity, accuracy, usability and integrity of related data between the business entities in the DWH and across an enterprise.

QualityGates ensures that each dashboard and report displays a consistent and reliable view of the data for the user, improving the quality of decisions made based on the data.

QualityGates – It´s like an antivirus for your BI and Data Warehouse systems.

The product used by Operation teams, DWH & ETL experts, Data platform architects and testing teams.

The QualityGates is easily connecting to all platform (All Databases, BIG DATA Platforms, Files, APIs, Qlikview app. and more...)
",vision-bi
0,analytics,http://www.crunchbase.com/company/kyron,Big data for clinical insight,http://kyron.com,"{u'available_sizes': [[[110, 68], u'assets/images/resized/0034/8177/348177v1-max-150x150.png'], [[110, 68], u'assets/images/resized/0034/8177/348177v1-max-250x250.png'], [[110, 68], u'assets/images/resized/0034/8177/348177v1-max-450x450.png']], u'attribution': None}",Kyron,company,"[{u'city': u'Silicon Valley', u'description': u'Headquarters', u'address1': u'', u'address2': u'', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'CA', u'zip_code': u''}]","Kyron analyze medical records of routine care to generate medical insights. They identify latent associations between conditions, interventions and outcomes to generate practice-based evidence.",kyron
1,other,http://www.crunchbase.com/company/quantified-api,Create/Manage Quantified Data/APIs,http://www.QuantifiedAPI.com,"{u'available_sizes': [[[150, 150], u'assets/images/resized/0029/7454/297454v4-max-150x150.png'], [[180, 180], u'assets/images/resized/0029/7454/297454v4-max-250x250.png'], [[180, 180], u'assets/images/resized/0029/7454/297454v4-max-450x450.png']], u'attribution': None}",Quantified API,company,"[{u'city': u'Newcastle upon Tyne', u'description': u'UK Head Office', u'address1': u'Suite 20, Adamson House', u'address2': u'65 Westgate Road', u'longitude': None, u'country_code': u'GBR', u'latitude': None, u'state_code': None, u'zip_code': u'NE1 1SG'}]","Easily Create and Manage Quantified Data and APIs about YOU, your Business or your APPs.",quantified-api
2,biotech,http://www.crunchbase.com/company/cyclica,Big Data Drug Discovery,http://www.cyclicarx.com,"{u'available_sizes': [[[150, 43], u'assets/images/resized/0029/8138/298138v2-max-150x150.png'], [[250, 71], u'assets/images/resized/0029/8138/298138v2-max-250x250.png'], [[450, 129], u'assets/images/resized/0029/8138/298138v2-max-450x450.png']], u'attribution': None}",Cyclica,company,"[{u'city': u'', u'description': u'Toronto Office', u'address1': u'', u'address2': u'', u'longitude': None, u'country_code': u'CAN', u'latitude': None, u'state_code': None, u'zip_code': u''}]","The company is commercializing a novel in-silico drug testing platform that produces valuable data packages medicinal chemists can use for failure risk assessment and drug optimization. Using pre-computed, multi-scale structural proteomics databases that are representative of conditions in the human body at 37C, the platform accurately identifies problematic protein-drug interactions that result in side effects and toxicity.

The technology can predict safety profiles of drugs in a faster, more accurate way than other approaches. The range of patented algorithms indexes biological big data and generates biologically relevant structural proteomics information. As opposed to other in-silico models, our proprietary process is not limited to using existing outcomes data, but is a holistic virtual system that identifies as yet unobserved drug-protein interactions. ",cyclica
3,analytics,http://www.crunchbase.com/company/greencloud,Big Data & Cloud Computing Products,http://www.greencloudinc.com,,GreenCloud,company,"[{u'city': u'New York', u'description': u'HQ', u'address1': u'99 Park Ave', u'address2': u'', u'longitude': -73.9786753, u'country_code': u'USA', u'latitude': 40.7505602, u'state_code': u'NY', u'zip_code': u'10016'}, {u'city': u'Pune', u'description': u'Branch', u'address1': u'1187/10 Shivaji Nagar', u'address2': u'', u'longitude': 73.8474647, u'country_code': u'IND', u'latitude': 18.5308225, u'state_code': None, u'zip_code': u'41100s'}]","GreenCloud is Big Data & Cloud Computing Strategic Consulting and Products firm focused on serving the information needs of Financial Services industry to insights on customer and regulatory. GreenCloud Inc. is the only NoSQL and NewSQL Private Cloud Service Provider focused on providing solutions for banking sectors giving GreenCloud Inc. a powerful competitive edge with a global delivery model. Our solutions are banking industry focused but the products SmartPlatter and SmartJoin are industry agnostic.

The four key pillars of delivering these services are technology, deep industry knowledge, reporting & analytics and security. GreenCloud Inc. is management team lead by four partners is uniquely covering these aspects very well with individually more than 16+ years of Fortune 500 and Big4 consulting experience. 

",greencloud
4,analytics,http://www.crunchbase.com/company/databarta,Unlocking internet of things data.,,"{u'available_sizes': [[[148, 43], u'assets/images/resized/0033/9639/339639v1-max-150x150.jpg'], [[148, 43], u'assets/images/resized/0033/9639/339639v1-max-250x250.jpg'], [[148, 43], u'assets/images/resized/0033/9639/339639v1-max-450x450.jpg']], u'attribution': None}",DataBarta,company,[],"The £44 trn valuation of the internet of things (IoT) market relies entirely on companies accessing and obtaining permission to exploit data. Barriers exist because 1. data is changing - it's becoming more personal and more prolific. Consumers are increasingly wary of what happens to their data; 2. markets are changing - IoT is seeing vertical markets become horizontal requiring companies to access data outside their existing customer bases to be competitive and succeed.

DataBarta is a data broker and market platform - it provides consumers with transparency and the ability to monetise their data, whilst providing companies with greater access without having to individually negotiate access and meet regulatory privacy compliance. 

We are initially launching in the UK energy data market - able to provide a better alternative than the government appointed Data Communications Company in being live in 3 months rather than 2 years, able to obtain informed opt-in consent on behalf of companies, able to provide near real-time data access, able to provide consumers with a central console to view and manage data requests, able to store data long term.",databarta
5,analytics,http://www.crunchbase.com/company/strat-io,Big Data,http://www.strat.io,"{u'available_sizes': [[[150, 105], u'assets/images/resized/0029/8782/298782v2-max-150x150.png'], [[250, 176], u'assets/images/resized/0029/8782/298782v2-max-250x250.png'], [[450, 317], u'assets/images/resized/0029/8782/298782v2-max-450x450.png']], u'attribution': None}",Strat.io,company,"[{u'city': u'Los Gatos', u'description': u'Headquarters', u'address1': u'504 Nino Av', u'address2': u'', u'longitude': -121.969558, u'country_code': u'USA', u'latitude': 37.232061, u'state_code': u'CA', u'zip_code': u'95032'}]","Turn Big Data into Big Insights

Strat.io helps companies turn their business intelligence into real and actionable insights

We are focused on Big Data, from Data Analytics to Data visualization.

Get the most value of your information with Stratio.",strat-io
6,analytics,http://www.crunchbase.com/company/deep-information-sciences-inc,New general purpose database,http://deep.is/information-science/,"{u'available_sizes': [[[150, 62], u'assets/images/resized/0029/9643/299643v2-max-150x150.jpg'], [[250, 103], u'assets/images/resized/0029/9643/299643v2-max-250x250.jpg'], [[376, 156], u'assets/images/resized/0029/9643/299643v2-max-450x450.jpg']], u'attribution': None}","Deep Information Sciences, Inc.",company,"[{u'city': u'Waltham', u'description': u'Corporate Office', u'address1': u'850 Winter Street', u'address2': u'', u'longitude': -71.2796187, u'country_code': u'USA', u'latitude': 42.4021011, u'state_code': u'MA', u'zip_code': u'02451'}]","Deep Information Sciences (Deep) is a database technology company for Big Data whose flagship product, DeepDB, performs simultaneous transactions and analytics in real time, on the same data set. This helps organizations to quickly see and analyze data in all parts of the business enabling faster, smarter and better decision making.
",deep-information-sciences-inc
7,analytics,http://www.crunchbase.com/company/sangamtech,Smart City Solutions,http://www.sangamtech.com,"{u'available_sizes': [[[150, 36], u'assets/images/resized/0029/9958/299958v2-max-150x150.jpg'], [[250, 61], u'assets/images/resized/0029/9958/299958v2-max-250x250.jpg'], [[450, 110], u'assets/images/resized/0029/9958/299958v2-max-450x450.jpg']], u'attribution': None}",SangamTech,company,"[{u'city': u'', u'description': u'319 HaYarkon st. Tel Aviv', u'address1': u'', u'address2': u'', u'longitude': None, u'country_code': u'ISR', u'latitude': None, u'state_code': u'IL', u'zip_code': u''}]","SangamTech developed the LeanCiti Data-sharing smart city platform for end users.

A robust platform to which users can upload city-data collected from almost any source, including databases, links, photos, smart meters, sensors and more. 

Once users share their city-data, they can view and compare themselves to others with full privacy and complete control over what they shared.

",sangamtech
8,analytics,http://www.crunchbase.com/company/talking-data,Mobile Big Data,http://www.talkingdata.net,"{u'available_sizes': [[[150, 40], u'assets/images/resized/0036/6001/366001v1-max-150x150.png'], [[213, 57], u'assets/images/resized/0036/6001/366001v1-max-250x250.png'], [[213, 57], u'assets/images/resized/0036/6001/366001v1-max-450x450.png']], u'attribution': None}",Talking Data,company,"[{u'city': u'', u'description': u'', u'address1': u'', u'address2': u'', u'longitude': None, u'country_code': u'CHN', u'latitude': None, u'state_code': None, u'zip_code': u''}]","TalkingData, a Chinese mobile data analysis service. Founded in September 2011, the company released its first product in May 2012. Now its offerings include app analytics, mobile game analytics, mobile campaigns and analytics for enterprises",talking-data
9,software,http://www.crunchbase.com/company/ontology-systems,enterprise semantic search ,http://www.ontology.com/,,Ontology Systems,company,"[{u'city': u'London', u'description': u'World Headquarters', u'address1': u'65 Kings Cross Road', u'address2': u'', u'longitude': None, u'country_code': u'GBR', u'latitude': None, u'state_code': None, u'zip_code': u'WC1X 9LW'}]","Ontology applies the power, simplicity and speed of semantic search to gain insight into all enterprise application data replacing traditional data integration.

In the same way that Google made it possible to find any “String” in The Internet via text search, Ontology makes it possible to find any “Thing”, (a linked business entity) across enterprise data and applications via just-enough semantic modelling and graph-search.

This means the ability to search and link core applications, databases, big data sources, files, spread sheets, documents, emails…anywhere, without the cost and risk of integration. Ontology Systems is revolutionising how companies use their applications and data.",ontology-systems
0,,http://www.crunchbase.com/company/cityspark,Effective hyper-local event aggregation,http://www.cityspark.com/,"{u'available_sizes': [[[100, 100], u'assets/images/resized/0030/0675/300675v1-max-150x150.jpg'], [[100, 100], u'assets/images/resized/0030/0675/300675v1-max-250x250.jpg'], [[100, 100], u'assets/images/resized/0030/0675/300675v1-max-450x450.jpg']], u'attribution': None}",CitySpark,company,"[{u'city': u'', u'description': u'9690 S 300 W Sandy', u'address1': u'UT  84070', u'address2': u'', u'longitude': -111.8866683, u'country_code': u'USA', u'latitude': 40.5749102, u'state_code': None, u'zip_code': u''}]","CitySpark makes local event info easily accessible to businesses and consumers. We find, clean, normalize and merge all of the public events in a local market into a single stream. Automatically. Without a single manual event entry. In test markets we're already 2-3x more effective than the closest competitor.... and done at a fraction of the cost. We are getting lots of interest from companies looking to pay for this, and we are now gearing up to meet this demand and roll-out nation-wide.
",cityspark
1,software,http://www.crunchbase.com/company/accion-labs,Accion Labs is a technology services fir,http://accionlabs.com,"{u'available_sizes': [[[150, 35], u'assets/images/resized/0030/1279/301279v2-max-150x150.jpg'], [[210, 50], u'assets/images/resized/0030/1279/301279v2-max-250x250.jpg'], [[210, 50], u'assets/images/resized/0030/1279/301279v2-max-450x450.jpg']], u'attribution': None}",Accion Labs,company,"[{u'city': u'Pittsburgh', u'description': u'HQ, Pittsburgh, PA', u'address1': u'1121 Boyce Road, Ste 1400', u'address2': u'', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'PA', u'zip_code': u'15102'}]","Accion Labs is a technology services firm with specialized focus in working with technology firms through the entire innovation spectrum.
We help our clients conceptualize, design, develop and deploy commercial software products in the emerging technologies such as Web 2.0, SaaS, Cloud, Open-source, BI/DW, Mobile and Big Data. Our clients include consumer product firms, enterprise software firms, SaaS firms and e-business organizations.
Through its time-tested flexible agile and white-box engagement model, the Collaborative Product Delivery (CPD) model, we help our clients deliver software products faster, better and cheaper.
Depending on your stage of growth i.e. start-up, early-stage, mid-stage or late-stage – we recognize that your needs are different. For start-up and early-stage firms, we assist with pre- and post-funding product development and deployment for both B2B and B2C software firms. This enables us to help our clients lower time-to-market, lower cost-of-delivery and leverage our experience of product life-cycle best-practices – while building a foundation for world class engineering organization.
For mid-stage and late stage firms, we offer core product life-cycle services such as new product development, maintenance/support, QA/testing, managed services, re-engineering and others. Besides the product engineering lifecycle, we also offer a range of services for the Professional Services and Product Support organizations.
We offer a range of engagement models such as strategic consulting, value-added staffing, turn-key projects offshore leveraged extended-delivery models and a number of outcome-oriented collaborative development models.
Accion Labs is venture funded, a Delaware based C-Corp with headquarters in Pittsburgh PA and offices in multiple locations in the US, India and Singapore.
",accion-labs
2,real_estate,http://www.crunchbase.com/company/residr,Real estate search,http://residr.com,"{u'available_sizes': [[[150, 150], u'assets/images/resized/0030/1327/301327v2-max-150x150.png'], [[250, 250], u'assets/images/resized/0030/1327/301327v2-max-250x250.png'], [[450, 450], u'assets/images/resized/0030/1327/301327v2-max-450x450.png']], u'attribution': None}",Residr,company,[],"Residr is a residential real estate search portal allowing homeshoppers to easily find places for sale and connect to professionals. Information transparency is provided through neighbourhood and property characteristics such as transit, value history, schools, crime, zoning, and more, on a visually focused platform with a captivating user experience.  ",residr
3,finance,http://www.crunchbase.com/company/allianz-digital-accelerator,New business models for Allianz,http://digital-accelerator.com/,"{u'available_sizes': [[[150, 66], u'assets/images/resized/0030/2619/302619v2-max-150x150.jpg'], [[250, 110], u'assets/images/resized/0030/2619/302619v2-max-250x250.jpg'], [[300, 133], u'assets/images/resized/0030/2619/302619v2-max-450x450.jpg']], u'attribution': None}",Allianz Digital Accelerator,company,"[{u'city': u'Munich', u'description': u'HQ', u'address1': u'Ganghoferstrasse', u'address2': u'68b', u'longitude': 11.5397091, u'country_code': u'DEU', u'latitude': 48.1330273, u'state_code': None, u'zip_code': u'80339'}]","The Allianz Digital Accelerator builds new business models for Allianz and accelerates their execution and implementation within Allianz. Company is currently headquartered in Munich. The team works to identify, explore, and implement opportunities and projects that impact core business of Allianz.",allianz-digital-accelerator
5,local,http://www.crunchbase.com/company/lawfty,Shared Resources for Law,http://www.lawfty.com,"{u'available_sizes': [[[150, 76], u'assets/images/resized/0030/3243/303243v3-max-150x150.png'], [[250, 127], u'assets/images/resized/0030/3243/303243v3-max-250x250.png'], [[450, 230], u'assets/images/resized/0030/3243/303243v3-max-450x450.png']], u'attribution': None}",Lawfty,company,"[{u'city': u'New York City', u'description': u'', u'address1': u'', u'address2': u'', u'longitude': -74.0059731, u'country_code': u'USA', u'latitude': 40.7143528, u'state_code': u'NY', u'zip_code': u''}]","Lawfty has created the marketplace for aggregating the best administrative services available to small and mid-sized legal practitioners in the tri-state area. Using industry-specific performance metrics and cloud computing, we cut out the bloat and overhead associated with running a firm, driving unprecedented growth opportunities for the customers.",lawfty
6,software,http://www.crunchbase.com/company/spotlight-financial,Spotlight Financial,http://www.bank-trends.com,"{u'available_sizes': [[[150, 18], u'assets/images/resized/0030/3482/303482v2-max-150x150.png'], [[250, 30], u'assets/images/resized/0030/3482/303482v2-max-250x250.png'], [[450, 55], u'assets/images/resized/0030/3482/303482v2-max-450x450.png']], u'attribution': None}",Spotlight Financial,company,"[{u'city': u'San Francisco', u'description': u'', u'address1': u'', u'address2': u'', u'longitude': -122.4021273, u'country_code': u'USA', u'latitude': 37.7911148, u'state_code': u'CA', u'zip_code': u'94104'}]","Spotlight Financial's ""Bank Trends"" platform helps community bankers and banking advisors quickly analyze the performance of any bank in the country and compare that performance against custom peer benchmarks.

Forget about boring spreadsheets and reams of paper. Bank Trends ""dashboards"" bring financial performance to life, and help bankers identify market opportunities so they can make quantitatively-supported strategic and tactical decisions.",spotlight-financial
7,,http://www.crunchbase.com/company/designmind,,,"{u'available_sizes': [[[99, 53], u'assets/images/resized/0034/4655/344655v2-max-150x150.png'], [[99, 53], u'assets/images/resized/0034/4655/344655v2-max-250x250.png'], [[99, 53], u'assets/images/resized/0034/4655/344655v2-max-450x450.png']], u'attribution': None}",DesignMind,company,[],"DesignMind leverages the latest Microsoft technologies, including SQL Server, SharePoint and .NET, to develop database, data warehousing solutions, and custom applications that are both powerful and cost-effective.

Its clients are in San Francisco, Silicon Valley, throughout California, and the West Coast.

DesignMind is a Microsoft a Certified Partner with expertise in Business Intelligence, Data Platform, Portals and Collaboration, and Custom Development. Our Business Intelligence team specializes in Enterprise Data Warehouse, Data Mart, Mobile Business Intelligence, and Self-Service BI.

  ",designmind
8,analytics,http://www.crunchbase.com/company/infotrie-financial-solutions,News Analytics,http://www.infotrie.com,"{u'available_sizes': [[[150, 150], u'assets/images/resized/0036/5771/365771v1-max-150x150.jpg'], [[200, 200], u'assets/images/resized/0036/5771/365771v1-max-250x250.jpg'], [[200, 200], u'assets/images/resized/0036/5771/365771v1-max-450x450.jpg']], u'attribution': None}",InfoTrie Financial Solutions,company,"[{u'city': u'Singapore', u'description': u'Headquarters', u'address1': u'50 Raffles Place', u'address2': u'37th floor LandTower', u'longitude': 103.851951, u'country_code': u'SGP', u'latitude': 1.284542, u'state_code': None, u'zip_code': u'048623'}]","There is simply too much unstructured data (text, voice, video), produced everyday in the web, newspapers or in private sources for you to process and digest it manually. FinSentS' statistical and semantic engine scans thousands of financial sources to capture the mood of the market and pulls back the content you need for your investments.

Our cutting edge semantic algorithms read the web and proprietary sources, aggregating unstructured data into dedicated views. We extract trends, compute sentiment and help visualize information in an insightful way to reduce time for analysis.",infotrie-financial-solutions
9,software,http://www.crunchbase.com/company/dreamups,Simply impact. Scale open innovations,http://www.dreamups.org/,"{u'available_sizes': [[[100, 100], u'assets/images/resized/0030/3636/303636v1-max-150x150.png'], [[100, 100], u'assets/images/resized/0030/3636/303636v1-max-250x250.png'], [[100, 100], u'assets/images/resized/0030/3636/303636v1-max-450x450.png']], u'attribution': None}",Dreamups,company,"[{u'city': u'Rotterdam', u'description': u'Headquarters', u'address1': u'RDM Makerspace', u'address2': u'RDM-kade 59', u'longitude': -91.9368194, u'country_code': u'NLD', u'latitude': 46.1266195, u'state_code': None, u'zip_code': u'3089 JR'}]","Dreamups is the one place to document, improve and scale open innovations with impact. Imagine it as the remix of Evernote and GitHub, but for opensource hardware innovations.",dreamups
0,software,http://www.crunchbase.com/company/sideband-networks,Application Aware Performance Monitoring,http://www.sidebandnetworks.com,"{u'available_sizes': [[[150, 56], u'assets/images/resized/0030/5623/305623v1-max-150x150.png'], [[250, 95], u'assets/images/resized/0030/5623/305623v1-max-250x250.png'], [[450, 171], u'assets/images/resized/0030/5623/305623v1-max-450x450.png']], u'attribution': None}",Sideband Networks,company,"[{u'city': u'Sunnyvale', u'description': u'Headquarters', u'address1': u'955 Benicia Ave.', u'address2': u'', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'CA', u'zip_code': u'94085'}]","Sideband Networks provides application aware performance monitoring solutions that provide organizations with a single pane unified view to manage their networks by performing analytics of live network traffic, correlating analytics to provide network intelligence, alerts and action and dynamic network discovery that provides complete visibility of your network and the ability to be proactive on network issues for Cloud Services and Enterprise Networks.",sideband-networks
1,analytics,http://www.crunchbase.com/company/collective-i-2,Business Performance Optimization,http://www.collectivei.com,"{u'available_sizes': [[[150, 35], u'assets/images/resized/0030/6669/306669v2-max-150x150.jpg'], [[250, 58], u'assets/images/resized/0030/6669/306669v2-max-250x250.jpg'], [[450, 105], u'assets/images/resized/0030/6669/306669v2-max-450x450.jpg']], u'attribution': None}",Collective[i],company,"[{u'city': u'New York', u'description': u'Headquarters', u'address1': u'130 Madison Avenue', u'address2': u'', u'longitude': -73.984758, u'country_code': u'USA', u'latitude': 40.7457939, u'state_code': u'NY', u'zip_code': u'10016'}]","Collective[i] provides a set performance optimization applications, which use a combination of advanced analytics and decision support tools to dramatically improve the performance of your sales, marketing, customer service and customer support teams.

Our applications were designed specifically for the business user, not for data experts and analysts. We offer curated, pre-built analyses with simple and intuitive functionality that enables any user, no matter the skill level, to start making data-drive decisions immediately.",collective-i-2
2,analytics,http://www.crunchbase.com/company/citrine-informatics,Materials science informatics,http://www.citrine.io,"{u'available_sizes': [[[150, 129], u'assets/images/resized/0030/6687/306687v2-max-150x150.png'], [[250, 216], u'assets/images/resized/0030/6687/306687v2-max-250x250.png'], [[450, 389], u'assets/images/resized/0030/6687/306687v2-max-450x450.png']], u'attribution': None}",Citrine Informatics,company,[],Citrine Informatics uses large-scale scientific data aggregation and mining to accelerate the development and deployment of innovative new materials across industries.,citrine-informatics
3,automotive,http://www.crunchbase.com/company/truvolo,"Smarter, Safer Driving",http://www.truvolo.com,"{u'available_sizes': [[[150, 150], u'assets/images/resized/0030/6692/306692v4-max-150x150.png'], [[200, 200], u'assets/images/resized/0030/6692/306692v4-max-250x250.png'], [[200, 200], u'assets/images/resized/0030/6692/306692v4-max-450x450.png']], u'attribution': None}",Truvolo,company,[],"Truvolo is a well-connected car solution that stands to make driving safer and smarter. We provide trusted data that can increase safety, while reducing annual maintenance costs. Our TruvoloData™ mobile platform provides smart alerts and reports via an app to track auto and driver performance, giving users visibility into how their loved ones are driving and insight into how their cars are running. Truvolo users receive alerts based on driving behavior, location based alerts and timely information on car performance, along with any potential problems. Ultimately, Truvolo offers its users peace of mind, whether they’re behind the wheel or not.",truvolo
4,software,http://www.crunchbase.com/company/touchdata,Mobile Data Analysis,http://www.gettouchdata.com/,"{u'available_sizes': [[[100, 100], u'assets/images/resized/0030/6944/306944v2-max-150x150.png'], [[100, 100], u'assets/images/resized/0030/6944/306944v2-max-250x250.png'], [[100, 100], u'assets/images/resized/0030/6944/306944v2-max-450x450.png']], u'attribution': None}",TouchData,company,[],"TouchData is analytics totally re-imagined.

They got rid of the filters and toolbars and replaced them with a simple, natural, language interface. It is replaced all of the customization--choosing colors, selecting the data, and so on--with a beautiful infographic-style display that is generated automatically. It's like browsing your own professionally-designed data magazine.",touchdata
5,software,http://www.crunchbase.com/company/asqee-spc,Social Purpose Corporation,http://www.asqee.com/,"{u'available_sizes': [[[100, 100], u'assets/images/resized/0030/6973/306973v1-max-150x150.png'], [[100, 100], u'assets/images/resized/0030/6973/306973v1-max-250x250.png'], [[100, 100], u'assets/images/resized/0030/6973/306973v1-max-450x450.png']], u'attribution': None}","Asqee, spc",company,[],"Asqee is a Washington Social Purpose Corporation

""In critical situations, time is precious""

They are building a realtime big data service and mobile application to allow for first and citizen responders (including dedicated devices) to communicate, coordinate and provide data and resources in crisis situations.",asqee-spc
6,analytics,http://www.crunchbase.com/company/brandvee,Social media analytics,https://brandvee.com,"{u'available_sizes': [[[100, 60], u'assets/images/resized/0030/7277/307277v2-max-150x150.png'], [[100, 60], u'assets/images/resized/0030/7277/307277v2-max-250x250.png'], [[100, 60], u'assets/images/resized/0030/7277/307277v2-max-450x450.png']], u'attribution': None}",BrandVee,company,"[{u'city': u'Budapest', u'description': u'Budapest Office', u'address1': u'Paulay Ede street 65.', u'address2': u'', u'longitude': None, u'country_code': u'HUN', u'latitude': None, u'state_code': None, u'zip_code': u'1061'}]","BrandVee creates deep and customizable insights from social media in order to optimize marketing and sales processes. The company is developing tools for marketers that leverage social media in a measurable, ROI focused way.

Insights by BrandVee is a social media reporting tool that creates customized reports in minutes saving time and money for agencies.

It can reveal key influencers on a social media, who shape a community in order to provide advertisers a tool for targeted advertising. 

With Influencer Analysis, advertisers can look for similar people to these influencers and target their ads to them. This method usually leads to a 75% drop in fan acquisition costs.

Personality Analysis Tool by BrandVee is a tool that identifies key personality traits of users in a community, based on the standard Five Factor Model (public beta soon).",brandvee
7,analytics,http://www.crunchbase.com/company/qoints-inc,Digital Marketing Intelligence,http://www.qoints.com,,Qoints Inc.,company,[],"Qoints is a SaaS-based performance and benchmarking solution for digital marketing campaigns. It allows marketers to measure the success of their digital campaigns against themselves, competitors and industry averages through Qoints' comparative index. Marketers also get personalized, actionable insights from each campaign that are easy to implement for future promotions.

Qoints is a spin-off of InfiniteSM, a successful digital agency that specializes in branded digital promotional applications. It was developed to solve a significant problem for brands and agencies: the inability to understand the vast amount of data they bring in. By measuring and tweaking future tactics against comparative benchmarks using Qoints, marketers increase the value of their digital campaigns $0.17 for every $1.00 spent.

Qoints was selected to take part in the Toronto-based accelerator INcubes' summer 2013 cohort.",qoints-inc
9,web,http://www.crunchbase.com/company/aboutlife,smarter decisions about life,https://aboutlife.com,"{u'available_sizes': [[[100, 100], u'assets/images/resized/0030/8539/308539v1-max-150x150.png'], [[100, 100], u'assets/images/resized/0030/8539/308539v1-max-250x250.png'], [[100, 100], u'assets/images/resized/0030/8539/308539v1-max-450x450.png']], u'attribution': None}",aboutLife,company,"[{u'city': u'Menlo Park', u'description': u'aboutLife HQ', u'address1': u'Sand Hill Rd', u'address2': u'', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'CA', u'zip_code': u'94025'}]",Helping everyone make smarter decisions about life,aboutlife
0,web,http://www.crunchbase.com/company/consumified,Trusted groups for the sharing economy.,http://consumified.com/,"{u'available_sizes': [[[100, 100], u'assets/images/resized/0030/9362/309362v1-max-150x150.png'], [[100, 100], u'assets/images/resized/0030/9362/309362v1-max-250x250.png'], [[100, 100], u'assets/images/resized/0030/9362/309362v1-max-450x450.png']], u'attribution': None}",Consumified,company,[],"Consumified connects users and their products to improve consumer intelligence throughout all phases of the consumer lifecycle.

Collaborative research, ownership and support.",consumified
